ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,fuel_system,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price (AUD),type_of_engine,engine_capacity,normalised_engine_capacity,normalised_num_of_doors,normalised_seating_capacity,normalised_fuel_consumption,normalised_price (AUD)
2094956,imported,new car,suv,0,green,red,5,5,Petrol	4.0 L,electronic fuel injection,automatic,awd - 4-wheel drive (awd),16.0,mercedes benz,g class,2022.0,Mercedes Benz G class G63 AMG 2022,445345.1212,petrol,4.0,0.30952380952380953,0.09259259259259259,0.10638297872340426,8e-05,0.20370370364930032
2112854,domestic assembly,new car,sedan,0,white,brown,4,5,Petrol	1.5 L,electronic fuel injection,automatic,rfd - rear-wheel drive,10.0,mercedes benz,c class,2022.0,Mercedes Benz C class C200 Avantgarde Plus 2022,40485.92011,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,5e-05,0.01851851846348343
2142752,domestic assembly,new car,sedan,0,red,black,4,5,Petrol	1.5 L,nan,manual,fwd - front-wheel drive,,toyota,vios,2023.0,Toyota Vios E 1.5 MT 2023,19797.61493,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,,0.009055555498520882
2165805,domestic assembly,new car,suv,0,white,black,5,5,Petrol	2.0 L,skyactive,automatic,fwd - front-wheel drive,7.0,mazda,cx5,2023.0,Mazda CX5 2.0 Deluxe 2023 car,30526.38376,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,3.5e-05,0.013962962906455038
2255425,domestic assembly,new car,sedan,0,white,brown,4,5,Petrol	2.0 L,electronic fuel injection,automatic,rfd - rear-wheel drive,12.0,mercedes benz,c class,2022.0,Mercedes Benz C class C300 AMG 2022,80971.8402,petrol,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,6e-05,0.037037036973374404
2255426,imported,new car,sedan,0,black,cream,4,5,Petrol	3.0 L,nan,automatic,rfd - rear-wheel drive,15.0,mercedes benz,s class,2022.0,Mercedes Benz S class S450 2022,202429.6005,petrol,3.0,0.23015873015873015,0.07407407407407407,0.10638297872340426,7.5e-05,0.09259259251676949
2261455,imported,used car,suv,78,yellow,black,5,7,Petrol	3.6 L,nan,automatic,awd - 4-wheel drive (awd),,audi,q7,2009.0,Audi Q7 S-line 3.6 AT 2009,23481.83367,petrol,3.6,0.2777777777777778,0.09259259259259259,0.14893617021276595,,0.01074074068832293
2267738,imported,new car,suv,0,white,black,5,7,Petrol	2.0 L,electronic fuel injection,automatic,awd - 4-wheel drive (awd),15.0,mercedes benz,glb,2022.0,Mercedes Benz GLB 35 4Matic 2022,80971.8402,petrol,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,7.5e-05,0.037037036973374404
2274966,domestic assembly,new car,sedan,0,yellow,cream,4,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,6.0,toyota,vios,2023.0,Toyota Vios G 1.5 CVT 2023,22105.31238,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,3e-05,0.010111111055812236
2301154,domestic assembly,new car,4x4,0,red,black,4,5,Diesel	2.0 L,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger Wildtrak 2.0L 4x4 AT 2023,39352.31435,diesel,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,3.5e-05,0.01799999994635915
2301669,domestic assembly,new car,van/minivan,0,white,cream,4,16,Diesel	2.2 L,turbo diesel,manual,rfd - rear-wheel drive,9.0,ford,transit,2023.0,Ford Transit Standard 2023,34372.54617,diesel,2.2,0.16666666666666669,0.07407407407407407,0.3404255319148936,4.5e-05,0.015722222165557923
2301707,imported,new car,suv,0,white,black,5,7,Diesel	2.0 L,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),9.0,ford,everest,2023.0,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,4.5e-05,0.01851851846348343
2302095,imported,new car,suv,0,green,black,5,5,Petrol	2.0 L,direct fuel injection,automatic,awd - 4-wheel drive (awd),9.0,subaru,forester,2022.0,Subaru Forester 2.0iS EyeSight 2022,40445.43419,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,4.5e-05,0.01849999994501471
2314021,imported,new car,suv,0,copper,black,5,7,Diesel	2.0 L,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,everest,2023.0,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,3.5e-05,0.01851851846348343
2324881,domestic assembly,new car,crossover,0,white,brown,5,8,Petrol	2.0 L,nan,automatic,rfd - rear-wheel drive,,toyota,innova,2023.0,Toyota Innova G 2.0 AT 2023 car,35222.75049,petrol,2.0,0.15079365079365079,0.09259259259259259,0.1702127659574468,,0.01611111105340113
2324982,imported,new car,hatchback,0,red,cream,5,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,toyota,yaris,2023.0,Toyota Yaris G 1.5 AT 2023,27692.36935,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,,0.012666666609070266
2373043,domestic assembly,new car,suv,0,white,black,5,5,Petrol	2.0 L,skyactiv,automatic,fwd - front-wheel drive,6.0,mazda,cx5,2023.0,Mazda CX5 2.0 Luxury 2023 car,32145.82057,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,3e-05,0.014703703649778077
2417656,imported,new car,sedan,0,red,black,4,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,,honda,civic,2023.0,Honda Civic RS 1.5 AT 2023,35425.18009,petrol,1.5,0.1111111111111111,0.07407407407407407,0.10638297872340426,,0.016203703645744756
2439373,domestic assembly,new car,4x4,0,white,black,4,5,Diesel	2.2 L,single turbo oil injection,manual,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger XL 2.0L 4x4 MT 2023,26680.22135,diesel,2.2,0.16666666666666669,0.07407407407407407,0.10638297872340426,3.5e-05,0.012203703647352156
2446532,domestic assembly,new car,4x4,0,black,black,4,5,Diesel	2.2 L,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,ranger,2023.0,Ford Ranger XLS 2.0L 4x2 AT 2023,27854.31303,diesel,2.2,0.16666666666666669,0.07407407407407407,0.10638297872340426,3.5e-05,0.012740740682945164
2446553,domestic assembly,new car,van/minivan,0,white,silver,4,3,Diesel	2.2 L,turbo oil injection,manual,rfd - rear-wheel drive,9.0,ford,transit,2023.0,Ford Transit Van 940Kg 2023,34372.54617,diesel,2.2,0.16666666666666669,0.07407407407407407,0.06382978723404255,4.5e-05,0.015722222165557923
2450325,domestic assembly,new car,crossover,0,white,black,5,5,Diesel	2.0 L,direct fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,tucson,2022.0,Hyundai Tucson 2.0 AT CRDi Special 2022,40485.92011,diesel,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,2.5e-05,0.01851851846348343
2450364,domestic assembly,new car,sedan,0,red,cream,4,5,Petrol	1.4 L,nan,automatic,fwd - front-wheel drive,5.0,hyundai,accent,2022.0,Hyundai Accent 1.4 AT 2022,18259.14997,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,2.5e-05,0.008351851796709355
2450413,domestic assembly,new car,suv,0,silver,brown,5,7,Diesel	2.2 L,electronic spraying,automatic,awd - 4-wheel drive (awd),5.0,hyundai,santafe,2022.0,Hyundai SantaFe Premium 2.2L HTRAC 2022,40485.92011,diesel,2.2,0.16666666666666669,0.09259259259259259,0.14893617021276595,2.5e-05,0.01851851846348343
2453826,imported,new car,truck,0,white,cream,2,3,Diesel,turbocharged mechanical throttle,manual,rfd - rear-wheel drive,,hyundai,hd,2017.0,Hyundai HD 270 BEN-GA CO 2017,20242.96005,diesel,,,0.037037037037037035,0.06382978723404255,,0.009259259201676851
2457664,domestic assembly,new car,sedan,0,white,cream,4,5,Petrol	1.4 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,accent,2022.0,Hyundai Accent 1.4 AT Special 2022,19514.21349,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,2.5e-05,0.00892592586923981
2457673,domestic assembly,new car,sedan,0,white,gray,4,5,Petrol	1.4 L,electronic fuel injection,manual,fwd - front-wheel drive,4.0,hyundai,accent,2022.0,Hyundai Accent 1.4 MT Standard 2022,16437.28357,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,2e-05,0.007518518465616757
2457693,domestic assembly,new car,sedan,0,white,colorful,4,5,Petrol	1.25 L,electronic fuel injection,automatic,fwd - front-wheel drive,4.0,hyundai,i10,2023.0,Hyundai i10 1.2 AT 2023 car,16801.65685,petrol,1.25,0.09126984126984126,0.07407407407407407,0.10638297872340426,2e-05,0.007685185131835277
2457804,domestic assembly,new car,hatchback,0,white,black,5,5,Petrol	1.25 L,electronic fuel injection,manual,fwd - front-wheel drive,4.0,hyundai,i10,2022.0,Hyundai i10 1.2 MT Standard 2022,13481.8114,petrol,1.25,0.09126984126984126,0.09259259259259259,0.10638297872340426,2e-05,0.006166666612825813
2486139,imported,new car,hatchback,0,white,black,5,5,Petrol	1.2 L,nan,automatic,fwd - front-wheel drive,,suzuki,swift,2023.0,Suzuki Swift GLX 1.2 AT 2023 car,22631.62934,petrol,1.2,0.0873015873015873,0.09259259259259259,0.10638297872340426,,0.010351851795905653
2519967,imported,new car,sedan,0,black,brown,4,5,Petrol	3.0 L,electronic fuel injection,automatic,rfd - rear-wheel drive,9.0,mercedes benz,s class,2022.0,Mercedes Benz S class S450 Luxury 2022,202429.6005,petrol,3.0,0.23015873015873015,0.07407407407407407,0.10638297872340426,4.5e-05,0.09259259251676949
2520372,domestic assembly,new car,suv,0,white,black,5,5,Petrol	2.0 L,electronic fuel injection,automatic,awd - 4-wheel drive (awd),6.0,mercedes benz,glc,2022.0,Mercedes Benz GLC 200 4Matic 2022,80971.8402,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,3e-05,0.037037036973374404
2520901,domestic assembly,new car,suv,0,white,brown,5,7,Diesel	2.2 L,electronic oil injection,automatic,awd - 4-wheel drive (awd),5.0,hyundai,santafe,2022.0,Hyundai SantaFe Premium 2.2L HTRAC 2022,40485.92011,diesel,2.2,0.16666666666666669,0.09259259259259259,0.14893617021276595,2.5e-05,0.01851851846348343
2538257,imported,new car,suv,0,silver,gray,5,7,Petrol	1.5 L,multi-point fuel injection,manual,fwd - front-wheel drive,5.0,suzuki,ertiga,2022.0,Suzuki Ertiga GL 1.5 MT 2022,20202.47413,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,2.5e-05,0.009240740683208126
2544507,domestic assembly,new car,sedan,0,sand,cream,4,5,Petrol	1.4 L, direct fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,accent,2022.0,Hyundai Accent 1.4 AT Special 2022,19514.21349,petrol,1.4,0.10317460317460317,0.07407407407407407,0.10638297872340426,2.5e-05,0.00892592586923981
2545177,imported,new car,crossover,0,black,black,5,5,Petrol	1.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,creta,2022.0,Hyundai Creta Standard 1.5 AT 2022,23036.48854,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,2.5e-05,0.010537036980592896
2545232,domestic assembly,new car,crossover,0,white,black,5,5,Petrol	2.0 L,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,hyundai,tucson,2022.0,Hyundai Tucson 2.0 AT Standard 2022,31821.93321,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,3e-05,0.014555555502028281
2545268,domestic assembly,new car,suv,0,red,brown,5,7,Petrol	2.5 L,electronic fuel injection,automatic,awd - 4-wheel drive (awd),6.0,hyundai,santafe,2022.0,Hyundai SantaFe Premium 2.5L HTRAC 2022,40485.92011,petrol,2.5,0.19047619047619047,0.09259259259259259,0.14893617021276595,3e-05,0.01851851846348343
2545274,domestic assembly,new car,suv,0,black,brown,5,7,Petrol	2.5 L,electronic fuel injection,automatic,awd - 4-wheel drive (awd),6.0,hyundai,santafe,2022.0,Hyundai SantaFe Premium 2.5L HTRAC 2022,40485.92011,petrol,2.5,0.19047619047619047,0.09259259259259259,0.14893617021276595,3e-05,0.01851851846348343
2545864,domestic assembly,new car,suv,0,white,brown,5,7,Petrol	2.5 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,santafe,2022.0,Hyundai SantaFe Standard 2.5L 2022,40485.92011,petrol,2.5,0.19047619047619047,0.09259259259259259,0.14893617021276595,2.5e-05,0.01851851846348343
2545890,domestic assembly,new car,hatchback,0,red,black,5,5,Petrol	1.25 L,electronic fuel injection,automatic,fwd - front-wheel drive,4.0,hyundai,i10,2023.0,Hyundai i10 1.2 AT 2023 car,16153.88213,petrol,1.25,0.09126984126984126,0.09259259259259259,0.10638297872340426,2e-05,0.007388888836335687
2551314,domestic assembly,new car,crossover,0,black,black,5,5,Petrol	2.0 L,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,tucson,2022.0,Hyundai Tucson 2.0 AT Standard 2022,31821.93321,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,2.5e-05,0.014555555502028281
2559761,domestic assembly,new car,van/minivan,0,white,cream,5,8,Diesel	2.2 L,direct oil injection,automatic,fwd - front-wheel drive,8.0,kia,carnival,2022.0,Kia Carnival Luxury 2.2D 2022,40485.92011,diesel,2.2,0.16666666666666669,0.09259259259259259,0.1702127659574468,4e-05,0.01851851846348343
2572566,imported,new car,wagon,0,white,brown,5,5,Petrol	2.0 L,nan,automatic,awd - 4-wheel drive (awd),,volvo,v60,2023.0,Volvo V60 Cross Country B5 AWD 2023,80971.8402,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.037037036973374404
2572605,imported,new car,suv,0,yellow,brown,5,5,Petrol	2.0 L,nan,automatic,awd - 4-wheel drive (awd),,volvo,xc60,2023.0,Volvo XC60 Inscription B6 AWD 2023,80971.8402,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.037037036973374404
2572676,imported,new car,suv,0,yellow,brown,5,7,Hybrid	2.0 L,nan,automatic,awd - 4-wheel drive (awd),,volvo,xc90,2023.0,Volvo XC90 Recharge T8 AWD 2023,161943.6805,hybrid,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,,0.0740740740480451
2574165,domestic assembly,new car,suv,0,colorful,black,5,7,Petrol	2.5 L,nan,automatic,awd - 4-wheel drive (awd),,mazda,cx8,2022.0,Mazda CX8 Premium AWD 2022,40485.92011,petrol,2.5,0.19047619047619047,0.09259259259259259,0.14893617021276595,,0.01851851846348343
2575236,domestic assembly,new car,suv,0,white,brown,5,7,Diesel	2.4 L,common rail,manual,rfd - rear-wheel drive,6.0,toyota,fortuner,2022.0,Toyota Fortuner 2.4G 4x2 MT 2022,40485.92011,diesel,2.4,0.18253968253968253,0.09259259259259259,0.14893617021276595,3e-05,0.01851851846348343
2597782,domestic assembly,new car,suv,0,white,black,5,7,Petrol	2.5 L,nan,automatic,fwd - front-wheel drive,,mazda,cx8,2022.0,Mazda CX8 Luxury 2022 car,40364.46235,petrol,2.5,0.19047619047619047,0.09259259259259259,0.14893617021276595,,0.01846296290807726
2613860,imported,new car,suv,0,silver,black,5,7,Diesel	2.0 L,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),9.0,ford,everest,2023.0,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,4.5e-05,0.01851851846348343
2613878,imported,new car,suv,0,grey,black,5,7,Diesel	2.0 L,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,everest,2023.0,Ford Everest Sport 2.0L 4x2 AT 2023,40485.92011,diesel,2.0,0.15079365079365079,0.09259259259259259,0.14893617021276595,3.5e-05,0.01851851846348343
2613899,domestic assembly,new car,4x4,0,red,black,4,5,Diesel	2.2 L,single turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger XLT 2.0L 4x4 AT 2023,33603.31369,diesel,2.2,0.16666666666666669,0.07407407407407407,0.10638297872340426,3.5e-05,0.015370370314652158
2613995,domestic assembly,new car,suv,0,red,green,5,5,Petrol	1.5 L,ecoboost turbocharger,automatic,fwd - front-wheel drive,7.0,ford,territory,2023.0,Ford Territory Titanium 1.5 AT 2023 car,36801.70138,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,3.5e-05,0.01683333327825545
2614014,imported,new car,suv,0,red,black,5,7,Petrol	2.3 L,turbocharged fuel injection,automatic,awd - 4-wheel drive (awd),9.0,ford,explorer,2023.0,Ford Explorer Limited 2.3L EcoBoost 2023,80971.8402,petrol,2.3,0.1746031746031746,0.09259259259259259,0.14893617021276595,4.5e-05,0.037037036973374404
2614057,domestic assembly,new car,4x4,0,grey,black,4,5,Diesel	2.0 L,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger Wildtrak 2.0L 4x4 AT 2023,39068.91291,diesel,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,3.5e-05,0.01787037031707808
2614112,domestic assembly,new car,suv,0,black,green,5,5,Petrol	1.5 L,ecoboost turbocharger,automatic,fwd - front-wheel drive,7.0,ford,territory,2023.0,Ford Territory Titanium X 1.5 AT 2023,38623.56779,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,3.5e-05,0.01766666661392211
2614182,imported,new car,4x4,0,white,black,4,5,Diesel	2.0 L,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),8.0,ford,ranger,2023.0,Ford Ranger Raptor 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.15079365079365079,0.07407407407407407,0.10638297872340426,4e-05,0.01851851846348343
2676458,domestic assembly,new car,suv,0,red,-,5,5,Petrol	2.5 L,nan,automatic,awd - 4-wheel drive (awd),,mazda,cx5,2023.0,Mazda CX5 Signature Premium 2.5 AT AWD I-Activ 2023,38623.56779,petrol,2.5,0.19047619047619047,0.09259259259259259,0.10638297872340426,,0.01766666661392211
2681162,imported,new car,suv,0,white,black,5,7,Petrol	1.5 L,electronic fuel injection,manual,fwd - front-wheel drive,4.0,suzuki,ertiga,2022.0,Suzuki Ertiga GL 1.5 MT 2022,20202.47413,petrol,1.5,0.1111111111111111,0.09259259259259259,0.14893617021276595,2e-05,0.009240740683208126
2720166,domestic assembly,new car,suv,0,red,black,5,5,Petrol	1.5 L,nan,automatic,fwd - front-wheel drive,7.0,ford,territory,2023.0,Ford Territory Titanium X 1.5 AT 2023,38623.56779,petrol,1.5,0.1111111111111111,0.09259259259259259,0.10638297872340426,3.5e-05,0.01766666661392211
2751459,imported,new car,suv,0,white,black,5,7,Petrol	2.7 L,nan,automatic,rfd - rear-wheel drive,11.0,toyota,fortuner,2022.0,Toyota Fortuner 2.7L 4x2 AT 2022,40485.92011,petrol,2.7,0.20634920634920637,0.09259259259259259,0.14893617021276595,5.5e-05,0.01851851846348343
2769939,domestic assembly,new car,suv,0,white,black,5,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,,mazda,cx5,2023.0,Mazda CX5 Deluxe 2.0 AT 2023 car,30728.81337,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.014055555503372723
2772550,domestic assembly,new car,suv,0,white,colorful,5,5,Petrol	2.0 L,electronic fuel injection,automatic,fwd - front-wheel drive,7.0,mazda,cx5,2022.0,Mazda CX5 2.0 Deluxe 2022 car,30728.81337,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,3.5e-05,0.014055555503372723
2808129,imported,new car,truck,0,white,gray,2,2,Petrol	1.5 L,nan,manual,rfd - rear-wheel drive,,suzuki,carry,2022.0,Suzuki Carry Pro 2022 car,12874.52259,petrol,1.5,0.1111111111111111,0.037037037037037035,0.0425531914893617,,0.005888888831220883
2813199,imported,new car,truck,0,white,gray,2,2,Petrol	1.5 L,electronic fuel injection,manual,rfd - rear-wheel drive,,suzuki,carry,2023.0,Suzuki Carry Pro 2023,13117.43811,petrol,1.5,0.1111111111111111,0.037037037037037035,0.0425531914893617,,0.005999999942033229
2867693,imported,new car,4x4,0,white,grey,4,5,Diesel	2.4 L,nan,automatic,rfd - rear-wheel drive,,mitsubishi,triton,2023.0,Mitsubishi Triton 4x2 AT 2023,26315.84807,diesel,2.4,0.18253968253968253,0.07407407407407407,0.10638297872340426,,0.012037036981133637
2906381,domestic assembly,new car,suv,0,red,black,5,5,Petrol	2.0 L,nan,automatic,fwd - front-wheel drive,,mazda,cx5,2023.0,Mazda CX5 Premium 2.0 AT 2023 car,33157.96857,petrol,2.0,0.15079365079365079,0.09259259259259259,0.10638297872340426,,0.015166666611496188
2906419,domestic assembly,new car,suv,0,red,black,5,5,Petrol	2.5 L,nan,automatic,awd - 4-wheel drive (awd),,mazda,cx5,2023.0,Mazda CX5 Signature Premium 2.5 AT AWD I-Activ 2023,38825.99739,petrol,2.5,0.19047619047619047,0.09259259259259259,0.10638297872340426,,0.01775925920626573
